date,temp,sw_in,rel_hum,hs
2023-02-22 12:00:00,271.383333333333,469.0,45.5,582.5
2023-02-22 13:00:00,271.583333333333,501.333333333333,44.6666666666667,586.166666666667
2023-02-22 14:00:00,271.333333333333,483.833333333333,47.3333333333333,592.5
2023-02-22 15:00:00,271.266666666667,449.5,47.5,597.0
2023-02-22 16:00:00,271.15,288.166666666667,47.5,593.5
2023-02-22 17:00:00,269.85,160.666666666667,51.0,593.333333333333
2023-02-22 18:00:00,268.183333333333,21.6666666666667,60.5,609.0
2023-02-22 19:00:00,267.016666666667,0.0,65.3333333333333,621.166666666667
2023-02-22 20:00:00,266.95,0.0,63.6666666666667,619.0
2023-02-22 21:00:00,266.333333333333,0.0,66.3333333333333,622.0
2023-02-22 22:00:00,265.883333333333,0.0,70.3333333333333,623.666666666667
2023-02-22 23:00:00,265.283333333333,0.0,75.3333333333333,624.0
2023-02-23 00:00:00,264.533333333333,0.0,76.8333333333333,621.666666666667
2023-02-23 01:00:00,264.833333333333,0.0,79.8333333333333,623.333333333333
2023-02-23 02:00:00,265.033333333333,0.0,80.3333333333333,620.333333333333
2023-02-23 03:00:00,265.383333333333,0.0,73.8333333333333,617.5
2023-02-23 04:00:00,265.75,0.0,72.3333333333333,616.666666666667
2023-02-23 05:00:00,264.616666666667,0.0,74.6666666666667,614.166666666667
2023-02-23 06:00:00,265.6,0.0,70.8333333333333,615.5
2023-02-23 07:00:00,265.9,0.0,70.8333333333333,617.5
2023-02-23 08:00:00,265.983333333333,37.8333333333333,74.6666666666667,617.666666666667
2023-02-23 09:00:00,266.666666666667,135.833333333333,67.1666666666667,611.166666666667
2023-02-23 10:00:00,267.733333333333,339.166666666667,63.8333333333333,599.666666666667
2023-02-23 11:00:00,267.683333333333,471.5,68.8333333333333,595.333333333333
2023-02-23 12:00:00,267.816666666667,566.166666666667,69.0,596.333333333333
2023-02-23 13:00:00,268.95,547.5,65.6666666666667,591.0
2023-02-23 14:00:00,269.116666666667,586.166666666667,68.3333333333333,590.166666666667
2023-02-23 15:00:00,267.866666666667,236.0,79.3333333333333,599.833333333333
2023-02-23 16:00:00,267.466666666667,156.833333333333,83.6666666666667,600.166666666667
2023-02-23 17:00:00,267.166666666667,108.5,84.5,605.5
2023-02-23 18:00:00,266.716666666667,21.5,77.5,609.833333333333
2023-02-23 19:00:00,266.516666666667,0.0,75.0,613.0
2023-02-23 20:00:00,266.4,0.0,73.5,613.333333333333
2023-02-23 21:00:00,265.616666666667,0.0,76.8333333333333,618.5
2023-02-23 22:00:00,265.65,0.0,80.3333333333333,617.166666666667
2023-02-23 23:00:00,265.45,0.0,83.0,615.333333333333
2023-02-24 00:00:00,264.183333333333,0.0,92.0,614.5
2023-02-24 01:00:00,264.233333333333,0.0,92.1666666666667,616.5
2023-02-24 02:00:00,263.95,0.0,83.8333333333333,619.666666666667
2023-02-24 03:00:00,263.55,0.0,80.8333333333333,610.333333333333
2023-02-24 04:00:00,264.45,0.0,86.8333333333333,616.166666666667
2023-02-24 05:00:00,264.333333333333,0.0,80.3333333333333,614.5
2023-02-24 06:00:00,263.866666666667,0.0,81.8333333333333,610.0
2023-02-24 07:00:00,263.816666666667,0.0,82.8333333333333,608.333333333333
2023-02-24 08:00:00,263.766666666667,31.8333333333333,84.3333333333333,612.166666666667
2023-02-24 09:00:00,265.083333333333,136.5,81.8333333333333,602.5
2023-02-24 10:00:00,265.783333333333,276.666666666667,77.1666666666667,596.833333333333
2023-02-24 11:00:00,267.283333333333,506.166666666667,71.5,581.333333333333
2023-02-24 12:00:00,266.966666666667,462.333333333333,73.1666666666667,583.333333333333
2023-02-24 13:00:00,266.1,258.833333333333,84.8333333333333,592.333333333333
2023-02-24 14:00:00,265.95,179.833333333333,87.3333333333333,593.5
2023-02-24 15:00:00,265.733333333333,133.833333333333,90.3333333333333,579.833333333333
2023-02-24 16:00:00,265.65,92.0,91.1666666666667,574.5
2023-02-24 17:00:00,265.633333333333,53.1666666666667,91.3333333333333,560.333333333333
2023-02-24 18:00:00,265.383333333333,9.16666666666667,92.0,562.666666666667
2023-02-24 19:00:00,265.116666666667,0.0,93.6666666666667,576.166666666667
2023-02-24 20:00:00,264.883333333333,0.0,93.0,572.333333333333
2023-02-24 21:00:00,264.633333333333,0.0,92.8333333333333,568.5
2023-02-24 22:00:00,264.483333333333,0.0,92.1666666666667,570.5
2023-02-24 23:00:00,264.366666666667,0.0,92.0,571.0
2023-02-25 00:00:00,264.3,0.0,91.8333333333333,575.833333333333
2023-02-25 01:00:00,264.35,0.0,92.5,589.833333333333
2023-02-25 02:00:00,264.516666666667,0.0,92.0,590.166666666667
2023-02-25 03:00:00,264.9,0.0,87.3333333333333,602.5
2023-02-25 04:00:00,265.1,0.0,84.1666666666667,611.0
2023-02-25 05:00:00,265.266666666667,0.0,83.6666666666667,638.833333333333
2023-02-25 06:00:00,265.05,0.0,82.8333333333333,647.333333333333
2023-02-25 07:00:00,264.666666666667,0.0,81.5,616.833333333333
2023-02-25 08:00:00,264.15,59.6666666666667,81.6666666666667,599.0
2023-02-25 09:00:00,264.033333333333,291.333333333333,76.0,608.833333333333
2023-02-25 10:00:00,264.266666666667,431.333333333333,71.3333333333333,605.333333333333
2023-02-25 11:00:00,264.55,536.333333333333,67.3333333333333,616.0
2023-02-25 12:00:00,265.433333333333,611.0,53.3333333333333,617.5
2023-02-25 13:00:00,265.9,650.0,52.1666666666667,615.5
2023-02-25 14:00:00,265.983333333333,625.833333333333,61.6666666666667,611.666666666667
2023-02-25 15:00:00,265.383333333333,432.166666666667,68.1666666666667,607.833333333333
2023-02-25 16:00:00,264.866666666667,257.166666666667,67.1666666666667,620.0
2023-02-25 17:00:00,264.366666666667,152.166666666667,64.3333333333333,619.0
2023-02-25 18:00:00,262.883333333333,22.3333333333333,68.1666666666667,632.833333333333
2023-02-25 19:00:00,262.066666666667,0.0,61.1666666666667,637.166666666667
2023-02-25 20:00:00,261.066666666667,0.0,69.8333333333333,638.833333333333
2023-02-25 21:00:00,260.333333333333,0.0,69.1666666666667,640.666666666667
2023-02-25 22:00:00,259.866666666667,0.0,70.5,644.5
2023-02-25 23:00:00,259.15,0.0,78.8333333333333,644.833333333333
2023-02-26 00:00:00,258.65,0.0,78.8333333333333,641.166666666667
2023-02-26 01:00:00,258.2,0.0,80.5,639.0
2023-02-26 02:00:00,257.266666666667,0.0,79.0,644.666666666667
2023-02-26 03:00:00,256.25,0.0,80.5,643.166666666667
2023-02-26 04:00:00,255.533333333333,0.0,74.0,647.833333333334
2023-02-26 05:00:00,254.9,0.0,77.8333333333333,648.5
2023-02-26 06:00:00,254.7,0.0,79.5,647.0
2023-02-26 07:00:00,254.366666666667,0.166666666666667,80.1666666666667,647.666666666667
2023-02-26 08:00:00,253.983333333333,67.0,79.5,641.833333333333
2023-02-26 09:00:00,254.2,300.666666666667,71.8333333333333,639.666666666667
2023-02-26 10:00:00,254.083333333333,358.5,70.6666666666667,637.333333333333
2023-02-26 11:00:00,253.8,420.333333333333,70.1666666666667,629.333333333333
2023-02-26 12:00:00,253.8,366.5,69.1666666666667,631.833333333333
2023-02-26 13:00:00,254.433333333333,551.166666666667,66.5,626.0
2023-02-26 14:00:00,254.483333333333,510.666666666667,64.3333333333333,623.333333333333
2023-02-26 15:00:00,254.516666666667,465.833333333333,66.6666666666667,628.0
