date,temp,precip,sw_in,rel_hum,wind_dir,wind_speed,air_pres,hs
2023-01-26 14:00:00,268.866666666667,0.0,446.466666666667,25.9666666666667,236.719891871206,1.00917963479184,768.516666666667,477.0
2023-01-26 15:00:00,269.7,0.0,362.166666666667,27.2,239.925447898148,0.656094230084235,768.133333333333,468.5
2023-01-26 16:00:00,268.083333333333,0.0,222.916666666667,33.0666666666667,230.982963715,1.09174982667085,768.033333333333,479.333333333333
2023-01-26 17:00:00,266.966666666667,0.0,39.1833333333333,34.5333333333333,208.441870986836,1.31711825665348,768.133333333333,493.166666666667
2023-01-26 18:00:00,266.4,0.0,1.78333333333333,35.4166666666667,233.005203952202,1.49503061469199,768.4,502.166666666667
2023-01-26 19:00:00,267.2,0.0,0.2,29.1333333333333,284.166258372493,3.4056703176667,768.5,493.833333333333
2023-01-26 20:00:00,267.016666666667,0.0,0.183333333333333,27.8666666666667,288.396720259324,1.72276723865326,768.5,486.166666666667
2023-01-26 21:00:00,266.866666666667,0.0,0.15,26.2333333333333,289.426485133802,3.49552154241247,768.5,488.166666666667
2023-01-26 22:00:00,266.066666666667,0.0,0.183333333333333,27.1666666666667,297.014056634282,1.70329487113861,768.266666666667,488.833333333333
2023-01-26 23:00:00,264.883333333333,0.0,0.05,32.0666666666667,256.687602726672,1.76295953367011,768.083333333333,487.5
2023-01-27 00:00:00,264.0,0.0,0.0166666666666667,29.8166666666667,238.879275560769,3.03411440676381,767.766666666667,483.5
2023-01-27 01:00:00,264.416666666667,0.0,0.0,22.75,235.396027438136,1.9761459579087,767.483333333333,486.166666666667
2023-01-27 02:00:00,263.8,0.0,0.0,22.9,232.160225278821,2.7753752901953,767.083333333333,483.833333333333
2023-01-27 03:00:00,264.65,0.0,0.0166666666666667,20.6333333333333,224.287210052726,1.4646688454132,766.783333333333,484.833333333333
2023-01-27 04:00:00,263.916666666667,0.0,0.0333333333333333,20.7333333333333,241.663663858476,2.10922818269833,766.466666666667,482.833333333333
2023-01-27 05:00:00,264.25,0.0,0.0666666666666667,22.85,132.492036508383,0.963805123357163,766.4,487.166666666667
2023-01-27 06:00:00,264.6,0.0,0.0833333333333333,22.2166666666667,206.754355545529,1.16678295538565,766.4,489.0
2023-01-27 07:00:00,266.266666666667,0.0,0.0833333333333333,29.9166666666667,201.317756785704,5.41985500241926,766.466666666667,486.166666666667
2023-01-27 08:00:00,266.316666666667,0.0,2.75,39.3166666666667,204.874674895367,6.95220107896946,766.533333333333,488.666666666667
2023-01-27 09:00:00,266.416666666667,0.0,28.9666666666667,31.3,210.349995132087,4.91751036680602,766.883333333333,486.0
2023-01-27 10:00:00,266.333333333333,0.0,106.183333333333,28.35,192.0492810151,3.20131552085139,767.0,482.833333333333
2023-01-27 11:00:00,267.016666666667,0.0,370.516666666667,21.9333333333333,235.042168212246,0.462322085150073,767.066666666667,480.0
2023-01-27 12:00:00,266.6,0.0,441.583333333333,21.7,346.761365488174,2.31663510743093,767.083333333333,475.166666666667
2023-01-27 13:00:00,267.083333333333,0.0,310.633333333333,34.2333333333333,129.358347142503,0.816313668378962,767.016666666667,481.333333333333
2023-01-27 14:00:00,266.7,0.0,220.95,40.3,119.032035066619,1.45679177673358,766.633333333333,487.666666666667
2023-01-27 15:00:00,267.066666666667,0.0,293.516666666667,29.8666666666667,137.02311941695,0.799604290591918,766.433333333333,482.166666666667
2023-01-27 16:00:00,267.0,0.0,182.033333333333,29.35,271.644864408847,0.0897246785114482,766.533333333333,478.166666666667
2023-01-27 17:00:00,265.4,0.0,43.2166666666667,35.4833333333333,249.690284924451,1.00156884504315,766.766666666667,483.666666666667
2023-01-27 18:00:00,267.433333333333,0.0,2.56666666666667,16.35,217.44019707154,3.57633356031589,767.15,483.666666666667
2023-01-27 19:00:00,264.983333333333,0.0,0.116666666666667,35.8833333333333,185.598364303833,0.182440542391546,767.466666666667,476.666666666667
